iShares Core MSCI Total International Stock ETF
Fund Holdings as of,"Oct 24, 2024"
Inception Date,"Oct 18, 2012"
Shares Outstanding,"547,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"1718","CHINA MAN MADE FIBER CORP","Materials","Equity","862,417.10","0.00","862,417.10","3,530,135.00","0.24","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"440","DAH SING FINANCIAL HOLDINGS LTD","Financials","Equity","861,046.66","0.00","861,046.66","254,400.00","3.38","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"001060","JW PHARMACEUTICAL CORP","Health Care","Equity","859,941.75","0.00","859,941.75","42,544.00","20.21","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"5943","NORITZ CORP","Industrials","Equity","860,699.10","0.00","860,699.10","72,800.00","11.82","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"3050","SOUTHERN PROVINCE CEMENT","Materials","Equity","861,930.70","0.00","861,930.70","97,807.00","8.81","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"3101","TOYOBO LTD","Materials","Equity","860,240.27","0.00","860,240.27","135,700.00","6.34","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"3993","PKSHA TECHNOLOGY INC","Information Technology","Equity","856,003.55","0.00","856,003.55","37,100.00","23.07","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"PLAZ B","PLATZER FASTIGHETER HOLDING CLASS","Real Estate","Equity","858,682.31","0.00","858,682.31","97,402.00","8.82","Sweden","Nasdaq Omx Nordic","USD","10.58","SEK","-"
"9672","TOKYOTOKEIBA LTD","Consumer Discretionary","Equity","856,770.46","0.00","856,770.46","31,900.00","26.86","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"048410","HYUNDAI BIOSCIENCE LTD","Consumer Staples","Equity","852,202.65","0.00","852,202.65","69,521.00","12.26","Korea (South)","Korea Exchange (Kosdaq)","USD","1,380.30","KRW","-"
"1811","CGN NEW ENERGY HOLDINGS LTD","Utilities","Equity","847,294.56","0.00","847,294.56","2,778,000.00","0.31","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"000002","CHINA VANKE LTD A","Real Estate","Equity","849,650.20","0.00","849,650.20","664,092.00","1.28","China","Shenzhen Stock Exchange","USD","7.11","CNY","-"
"CRON","CRONOS GROUP INC","Health Care","Equity","850,396.87","0.00","850,396.87","386,122.00","2.20","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"9075","FUKUYAMA TRANSPORTING LTD","Industrials","Equity","849,786.06","0.00","849,786.06","33,400.00","25.44","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"7003","MITSUI E&S LTD","Industrials","Equity","848,921.07","0.00","848,921.07","116,600.00","7.28","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"7915","NISSHA LTD","Information Technology","Equity","848,638.01","0.00","848,638.01","71,700.00","11.84","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"2146","UT GROUP LTD","Industrials","Equity","847,996.84","0.00","847,996.84","51,200.00","16.56","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"341","CAFE DE CORAL HOLDINGS LTD","Consumer Discretionary","Equity","845,045.01","0.00","845,045.01","794,000.00","1.06","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"000640","DONG-A SOCIO HOLDING LTD","Health Care","Equity","845,918.28","0.00","845,918.28","9,555.00","88.53","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"ENC","ENCE ENERGIA Y CELULOSA SA","Materials","Equity","846,373.38","0.00","846,373.38","277,571.00","3.05","Spain","Bolsa De Madrid","USD","0.93","EUR","-"
"6871","MICRONICS JAPAN LTD","Information Technology","Equity","845,763.94","0.00","845,763.94","35,200.00","24.03","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"1052","YUEXIU TRANSPORT INFRASTRUCTURE LT","Industrials","Equity","844,329.48","0.00","844,329.48","1,722,000.00","0.49","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"LAC","LITHIUM AMERICAS CORP","Materials","Equity","841,206.67","0.00","841,206.67","245,769.00","3.42","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"2421","SUNONWEALTH ELECTRIC MACHINE INDUS","Industrials","Equity","840,019.94","0.00","840,019.94","263,000.00","3.19","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"CTT","CTT CORREIOS DE PORTUGAL SA","Industrials","Equity","836,417.11","0.00","836,417.11","184,438.00","4.53","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.93","EUR","-"
"3046","JINS HOLDINGS INC","Consumer Discretionary","Equity","836,449.21","0.00","836,449.21","21,500.00","38.90","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"4506","SUMITOMO PHARMA LTD","Health Care","Equity","835,888.35","0.00","835,888.35","200,600.00","4.17","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"2678","ASKUL CORP","Consumer Discretionary","Equity","835,143.84","0.00","835,143.84","65,700.00","12.71","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"005420","COSMO CHEMICAL LTD","Materials","Equity","833,966.42","0.00","833,966.42","52,443.00","15.90","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"112040","WEM ADE LTD","Communication","Equity","833,005.43","0.00","833,005.43","35,162.00","23.69","Korea (South)","Korea Exchange (Kosdaq)","USD","1,380.30","KRW","-"
"YF8","YANGZIJIANG FINANCIAL HOLDING LTD","Financials","Equity","833,859.61","0.00","833,859.61","2,719,000.00","0.31","Singapore","Singapore Exchange","USD","1.32","SGD","-"
"CBG","CLOSE BROS GROUP PLC","Financials","Equity","828,415.82","0.00","828,415.82","174,477.00","4.75","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"ESNT","ESSENTRA PLC","Materials","Equity","829,527.91","0.00","829,527.91","421,146.00","1.97","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"KOMN","KOMAX HOLDING AG","Industrials","Equity","828,831.63","0.00","828,831.63","6,287.00","131.83","Switzerland","SIX Swiss Exchange","USD","0.87","CHF","-"
"PAT","PATRIZIA","Real Estate","Equity","831,012.42","0.00","831,012.42","92,727.00","8.96","Germany","Xetra","USD","0.93","EUR","-"
"BBTN","PT BANK TABUNGAN NEGARA","Financials","Equity","829,014.25","0.00","829,014.25","8,639,493.00","0.10","Indonesia","Indonesia Stock Exchange","USD","15,580.00","IDR","-"
"300394","SUZHOU TFC OPTICAL COMMUNICATION L","Information Technology","Equity","830,302.95","0.00","830,302.95","45,700.00","18.17","China","Shenzhen Stock Exchange","USD","7.11","CNY","-"
"ATS","AT & S AUSTRIA TECHNOLOGIE & SYSTE","Information Technology","Equity","826,491.44","0.00","826,491.44","38,581.00","21.42","Austria","Wiener Boerse Ag","USD","0.93","EUR","-"
"3899","CIMC ENRIC HOLDINGS LTD","Industrials","Equity","824,528.82","0.00","824,528.82","952,000.00","0.87","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"MCOV B","MEDICOVER CLASS B","Health Care","Equity","827,753.82","0.00","827,753.82","47,149.00","17.56","Sweden","Nasdaq Omx Nordic","USD","10.58","SEK","-"
"3863","NIPPON PAPER INDUSTRIES LTD","Materials","Equity","824,902.24","0.00","824,902.24","139,700.00","5.90","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"777","NETDRAGON WEBSOFT LTD","Communication","Equity","820,809.61","0.00","820,809.61","629,000.00","1.30","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"CTS","CONVERGE TECHNOLOGY SOLUTIONS CORP","Information Technology","Equity","820,159.80","0.00","820,159.80","336,035.00","2.44","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"2492","INFOMART CORP","Industrials","Equity","818,643.93","0.00","818,643.93","351,300.00","2.33","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"002459","JA SOLAR TECHNOLOGY LTD A","Information Technology","Equity","819,122.86","0.00","819,122.86","358,876.00","2.28","China","Shenzhen Stock Exchange","USD","7.11","CNY","-"
"2338","TAIWAN MASK CORP","Information Technology","Equity","817,699.39","0.00","817,699.39","454,000.00","1.80","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"GOZ","GROWTHPOINT PROPERTIES AUSTRALIA R","Real Estate","Equity","814,854.71","0.00","814,854.71","461,802.00","1.76","Australia","Asx - All Markets","USD","1.51","AUD","-"
"000921","HISENSE HOME APPLIANCES GROUP LTD","Consumer Discretionary","Equity","814,838.99","0.00","814,838.99","201,400.00","4.05","China","Shenzhen Stock Exchange","USD","7.11","CNY","-"
"MOZN","MOBILEZONE HOLDING AG","Consumer Discretionary","Equity","813,997.46","0.00","813,997.46","51,469.00","15.82","Switzerland","SIX Swiss Exchange","USD","0.87","CHF","-"
"1710","ORIENTAL UNION CHEMICAL CORP","Materials","Equity","812,746.37","0.00","812,746.37","1,445,000.00","0.56","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"TAH","TABCORP HOLDINGS LTD","Consumer Discretionary","Equity","815,810.94","0.00","815,810.94","2,673,554.00","0.31","Australia","Asx - All Markets","USD","1.51","AUD","-"
"AML","ASTON MARTIN LAGONDA GLOBAL HOLDIN","Consumer Discretionary","Equity","809,675.05","0.00","809,675.05","569,573.00","1.42","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"7040","ETIHAD ATHEEB TELECOMMUNICATION","Communication","Equity","811,876.46","0.00","811,876.46","28,768.00","28.22","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"ETL","EUTELSAT COMMUNICATIONS SA","Communication","Equity","810,441.91","0.00","810,441.91","200,798.00","4.04","France","Nyse Euronext - Euronext Paris","USD","0.93","EUR","-"
"ITMG","INDO TAMBANGRAYA MEGAH","Energy","Equity","810,954.27","0.00","810,954.27","492,100.00","1.65","Indonesia","Indonesia Stock Exchange","USD","15,580.00","IDR","-"
"ONTEX","ONTEX GROUP NV","Consumer Staples","Equity","810,904.00","0.00","810,904.00","92,832.00","8.74","Belgium","Nyse Euronext - Euronext Brussels","USD","0.93","EUR","-"
"002129","TCL ZHONGHUAN RENEWABLE ENERGY TEC","Information Technology","Equity","811,915.27","0.00","811,915.27","537,875.00","1.51","China","Shenzhen Stock Exchange","USD","7.11","CNY","-"
"JLG","JOHNS LYNG GROUP LTD","Industrials","Equity","805,896.96","0.00","805,896.96","297,039.00","2.71","Australia","Asx - All Markets","USD","1.51","AUD","-"
"NXSN","NEXT VISION STABILIZED SYSTEMS LTD","Information Technology","Equity","806,348.47","0.00","806,348.47","75,064.00","10.74","Israel","Tel Aviv Stock Exchange","USD","3.79","ILS","-"
"000120","CJ LOGISTICS CORP","Industrials","Equity","801,209.88","0.00","801,209.88","12,220.00","65.57","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"ING","INGHAMS GROUP LTD","Consumer Staples","Equity","801,933.47","0.00","801,933.47","419,762.00","1.91","Australia","Asx - All Markets","USD","1.51","AUD","-"
"9039","SAKAI MOVING SERVICE LTD","Industrials","Equity","803,107.10","0.00","803,107.10","50,000.00","16.06","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"YIT","YIT","Consumer Discretionary","Equity","802,248.48","0.00","802,248.48","310,357.00","2.58","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.93","EUR","-"
"AUTN","AUTONEUM HOLDING AG","Consumer Discretionary","Equity","798,404.62","0.00","798,404.62","5,669.00","140.84","Switzerland","SIX Swiss Exchange","USD","0.87","CHF","-"
"067630","HLB LIFE SCIENCE LTD","Health Care","Equity","797,268.71","0.00","797,268.71","125,768.00","6.34","Korea (South)","Korea Exchange (Kosdaq)","USD","1,380.30","KRW","-"
"046890","SEOUL SEMICONDUCTOR LTD","Information Technology","Equity","800,668.81","0.00","800,668.81","120,651.00","6.64","Korea (South)","Korea Exchange (Kosdaq)","USD","1,380.30","KRW","-"
"TOM2","TOMTOM NV","Information Technology","Equity","800,370.44","0.00","800,370.44","149,026.00","5.37","Netherlands","Euronext Amsterdam","USD","0.93","EUR","-"
"467","UNITED ENERGY GROUP LTD","Energy","Equity","799,383.56","0.00","799,383.56","18,542,000.00","0.04","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"170900","DONG-A ST LTD","Health Care","Equity","795,016.45","0.00","795,016.45","14,612.00","54.41","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"2931","EUGLENA LTD","Consumer Staples","Equity","794,845.63","0.00","794,845.63","294,500.00","2.70","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"298020","HYOSUNG TNC CORP","Materials","Equity","795,321.67","0.00","795,321.67","3,715.00","214.08","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"6235","WAFFER TECHNOLOGY CORP","Industrials","Equity","794,811.71","0.00","794,811.71","379,000.00","2.10","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"000786","BEIJING NEW BUILDING MATERIALS PUB","Industrials","Equity","792,383.83","0.00","792,383.83","174,600.00","4.54","China","Shenzhen Stock Exchange","USD","7.11","CNY","-"
"1798","CHINA DATANG CORPORATION RENEWABLE","Utilities","Equity","792,813.80","0.00","792,813.80","2,644,000.00","0.30","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"007390","NATURECELL LTD","Health Care","Equity","793,121.67","0.00","793,121.67","78,308.00","10.13","Korea (South)","Korea Exchange (Kosdaq)","USD","1,380.30","KRW","-"
"6282","OILES CORP","Industrials","Equity","792,015.01","0.00","792,015.01","61,700.00","12.84","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"601600","ALUMINUM CORPORATION OF CHINA LTD","Materials","Equity","788,798.09","0.00","788,798.09","637,500.00","1.24","China","Shanghai Stock Exchange","USD","7.11","CNY","-"
"HBLPOWER","HBL POWER SYSTEMS LTD","Industrials","Equity","785,435.72","0.00","785,435.72","122,122.00","6.43","India","National Stock Exchange Of India","USD","84.08","INR","-"
"6550","POLARIS GROUP","Health Care","Equity","785,217.27","0.00","785,217.27","498,000.00","1.58","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"225570","NEXON GAMES LTD","Communication","Equity","779,125.87","0.00","779,125.87","73,258.00","10.64","Korea (South)","Korea Exchange (Kosdaq)","USD","1,380.30","KRW","-"
"PNL","POSTNL NV","Industrials","Equity","779,540.96","0.00","779,540.96","674,733.00","1.16","Netherlands","Euronext Amsterdam","USD","0.93","EUR","-"
"AWX","AEM HOLDINGS LTD","Information Technology","Equity","774,538.47","0.00","774,538.47","763,325.00","1.01","Singapore","Singapore Exchange","USD","1.32","SGD","-"
"AMG","AMG CRITICAL MATERIALS NV","Materials","Equity","774,950.05","0.00","774,950.05","45,196.00","17.15","Netherlands","Euronext Amsterdam","USD","0.93","EUR","-"
"IAM","INVERSIONES AGUAS METROPOLITANAS S","Utilities","Equity","774,580.85","0.00","774,580.85","1,023,015.00","0.76","Chile","Santiago Stock Exchange","USD","946.90","CLP","-"
"8273","IZUMI LTD","Consumer Discretionary","Equity","776,509.78","0.00","776,509.78","37,400.00","20.76","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"BEEF3","MINERVA SA","Consumer Staples","Equity","777,196.58","0.00","777,196.58","798,643.00","0.97","Brazil","XBSP","USD","5.70","BRL","-"
"6254","NOMURA MICRO SCIENCE LTD","Industrials","Equity","777,091.70","0.00","777,091.70","56,000.00","13.88","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"4736","TAIDOC TECHNOLOGY CORP","Health Care","Equity","775,205.27","0.00","775,205.27","155,000.00","5.00","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"002602","ZHEJIANG CENTURY HUATONG GROUP LTD","Communication","Equity","777,319.73","0.00","777,319.73","1,348,158.00","0.58","China","Shenzhen Stock Exchange","USD","7.11","CNY","-"
"CC3","STARHUB LTD","Communication","Equity","772,408.00","0.00","772,408.00","836,100.00","0.92","Singapore","Singapore Exchange","USD","1.32","SGD","-"
"BIOA B","BIOARCTIC CLASS B","Health Care","Equity","767,143.70","0.00","767,143.70","52,857.00","14.51","Sweden","Nasdaq Omx Nordic","USD","10.58","SEK","-"
"2689","NINE DRAGONS PAPER HOLDINGS LTD","Materials","Equity","767,534.70","0.00","767,534.70","1,749,000.00","0.44","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"WAC","WACKER NEUSON N","Industrials","Equity","769,528.24","0.00","769,528.24","49,219.00","15.63","Germany","Xetra","USD","0.93","EUR","-"
"ASK","ABACUS STORAGE KING UNITS LTD","Real Estate","Equity","766,438.70","0.00","766,438.70","888,774.00","0.86","Australia","Asx - All Markets","USD","1.51","AUD","-"
"7085","CURVES HOLDINGS LTD","Consumer Discretionary","Equity","762,901.72","0.00","762,901.72","148,200.00","5.15","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"ENA","ENEA SA","Utilities","Equity","765,725.70","0.00","765,725.70","278,887.00","2.75","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","4.02","PLN","-"
"002709","GUANGZHOU TINCI MATERIALS TECHNOLO","Materials","Equity","766,446.18","0.00","766,446.18","321,000.00","2.39","China","Shenzhen Stock Exchange","USD","7.11","CNY","-"
"2329","ORIENT SEMICONDUCTOR ELECTRONICS L","Information Technology","Equity","766,294.81","0.00","766,294.81","557,000.00","1.38","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"DOM","GLOBAL DOMINION ACCESS SA","Information Technology","Equity","759,701.46","0.00","759,701.46","253,546.00","3.00","Spain","Bolsa De Madrid","USD","0.93","EUR","-"
"CAP","CAP SA","Materials","Equity","756,700.58","0.00","756,700.58","122,273.00","6.19","Chile","Santiago Stock Exchange","USD","946.90","CLP","-"
"FDP","FD TECHNOLOGIES PLC","Information Technology","Equity","757,989.26","0.00","757,989.26","33,929.00","22.34","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"002007","HUALAN BIOLOGICAL ENGINEERING INC","Health Care","Equity","756,417.92","0.00","756,417.92","325,600.00","2.32","China","Shenzhen Stock Exchange","USD","7.11","CNY","-"
"SWANENERGY","SWAN ENERGY LTD","Consumer Discretionary","Equity","756,881.12","0.00","756,881.12","132,992.00","5.69","India","National Stock Exchange Of India","USD","84.08","INR","-"
"WBO","WBH OVCON LTD","Industrials","Equity","755,227.57","0.00","755,227.57","62,512.00","12.08","South Africa","Johannesburg Stock Exchange","USD","17.71","ZAR","-"
"CRN","CORONADO GLOBAL RESOURCES CDI INC","Materials","Equity","754,821.44","0.00","754,821.44","1,088,893.00","0.69","Australia","Asx - All Markets","USD","1.51","AUD","-"
"457190","ISU SPECIALTY CHEMICAL LTD","Materials","Equity","754,562.78","0.00","754,562.78","25,403.00","29.70","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"3186","NEXTAGE LTD","Consumer Discretionary","Equity","752,471.86","0.00","752,471.86","82,000.00","9.18","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"ODPV3","ODONTOPREV SA","Health Care","Equity","752,136.65","0.00","752,136.65","406,978.00","1.85","Brazil","XBSP","USD","5.70","BRL","-"
"PSG","PROSEGUR COMPANIA DE SEGURIDAD SA","Industrials","Equity","752,991.51","0.00","752,991.51","370,157.00","2.03","Spain","Bolsa De Madrid","USD","0.93","EUR","-"
"YDUQ3","YDUQS PARTICIPACOES SA","Consumer Discretionary","Equity","753,395.14","0.00","753,395.14","389,549.00","1.93","Brazil","XBSP","USD","5.70","BRL","-"
"CKP.R","CK POWER NON-VOTING DR PCL","Utilities","Equity","747,708.11","0.00","747,708.11","6,916,300.00","0.11","Thailand","Stock Exchange Of Thailand","USD","33.67","THB","-"
"HEKTS.E","HEKTAS TICARET A","Materials","Equity","749,981.45","0.00","749,981.45","7,111,320.00","0.11","Turkey","Istanbul Stock Exchange","USD","34.23","TRY","-"
"073240","KUMHO TIREINC INC","Consumer Discretionary","Equity","749,007.61","0.00","749,007.61","246,156.00","3.04","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"108320","LX SEMICON LTD","Information Technology","Equity","747,451.21","0.00","747,451.21","16,941.00","44.12","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"NOAH","NOAH HOLDINGS AMERICAN DEPOSITARY","Financials","Equity","749,369.32","0.00","749,369.32","60,142.00","12.46","China","New York Stock Exchange Inc.","USD","1.00","USD","-"
"600588","YONYOU NETWORK TECHNOLOGY LTD A","Information Technology","Equity","748,169.61","0.00","748,169.61","467,000.00","1.60","China","Shanghai Stock Exchange","USD","7.11","CNY","-"
"817","CHINA JINMAO HOLDINGS GROUP LTD","Real Estate","Equity","746,458.70","0.00","746,458.70","5,472,000.00","0.14","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"2128","CHINA LESSO GROUP HOLDINGS LTD","Industrials","Equity","744,783.12","0.00","744,783.12","1,515,000.00","0.49","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"CORE B","COREM PROPERTY GROUP CLASS B","Real Estate","Equity","744,084.12","0.00","744,084.12","996,809.00","0.75","Sweden","Nasdaq Omx Nordic","USD","10.58","SEK","-"
"600362","JIANGXI COPPER LTD A","Materials","Equity","745,279.84","0.00","745,279.84","232,700.00","3.20","China","Shanghai Stock Exchange","USD","7.11","CNY","-"
"200","MELCO INTERNATIONAL DEVELOPMENT LT","Consumer Discretionary","Equity","745,677.53","0.00","745,677.53","1,225,000.00","0.61","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"6287","SATO HOLDINGS CORP","Industrials","Equity","743,440.85","0.00","743,440.85","52,700.00","14.11","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"000661","CHANGCHUN HIGH & NEW TECHNOLOGY IN","Health Care","Equity","741,336.80","0.00","741,336.80","51,400.00","14.42","China","Shenzhen Stock Exchange","USD","7.11","CNY","-"
"2204","CHINA MOTOR CORP","Consumer Discretionary","Equity","743,374.41","0.00","743,374.41","355,000.00","2.09","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"018880","HANON SYSTEMS","Consumer Discretionary","Equity","741,658.44","0.00","741,658.44","265,899.00","2.79","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"285130","SK CHEMICALS LTD","Materials","Equity","740,192.13","0.00","740,192.13","20,766.00","35.64","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"TLGO","TALGO SA","Industrials","Equity","737,014.96","0.00","737,014.96","192,819.00","3.82","Spain","Bolsa De Madrid","USD","0.93","EUR","-"
"5727","TOHO TITANIUM LTD","Materials","Equity","738,229.87","0.00","738,229.87","106,500.00","6.93","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"600188","YANKUANG ENERGY GROUP LTD A","Energy","Equity","737,720.02","0.00","737,720.02","330,525.00","2.23","China","Shanghai Stock Exchange","USD","7.11","CNY","-"
"165","CHINA EVERBRIGHT LTD","Financials","Equity","735,455.48","0.00","735,455.48","1,114,000.00","0.66","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"383310","ECOPRO HN LTD","Industrials","Equity","733,115.26","0.00","733,115.26","23,533.00","31.15","Korea (South)","Korea Exchange (Kosdaq)","USD","1,380.30","KRW","-"
"1478","Q TECHNOLOGY (GROUP) LTD","Information Technology","Equity","732,612.65","0.00","732,612.65","1,219,000.00","0.60","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"SWTQ","SCHWEITER N AG","Industrials","Equity","733,707.94","0.00","733,707.94","1,583.00","463.49","Switzerland","SIX Swiss Exchange","USD","0.87","CHF","-"
"9956","VALOR HOLDINGS LTD","Consumer Staples","Equity","733,684.42","0.00","733,684.42","53,200.00","13.79","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"1789","AK MEDICAL HOLDINGS LTD","Health Care","Equity","728,923.04","0.00","728,923.04","1,234,000.00","0.59","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"1313","CHINA RES BUILD MATERIAL TECH HOLD","Materials","Equity","728,122.57","0.00","728,122.57","2,872,000.00","0.25","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"2356","DAH SING BANKING LTD","Financials","Equity","728,245.60","0.00","728,245.60","743,600.00","0.98","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"LRE","LAR ESPANA REAL ESTATE SA","Real Estate","Equity","728,859.76","0.00","728,859.76","82,120.00","8.88","Spain","Bolsa De Madrid","USD","0.93","EUR","-"
"ABG","ABACUS GROUP UNIT","Real Estate","Equity","725,230.12","0.00","725,230.12","888,849.00","0.82","Australia","Asx - All Markets","USD","1.51","AUD","-"
"8163","DARFON ELECTRONICS CORP","Information Technology","Equity","727,234.63","0.00","727,234.63","471,000.00","1.54","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"NLFSK","NILFISK HOLDING","Industrials","Equity","727,787.13","0.00","727,787.13","37,133.00","19.60","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.91","DKK","-"
"5302","NIPPON CARBON LTD","Industrials","Equity","724,494.77","0.00","724,494.77","24,900.00","29.10","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"002710","TCC STEEL CORP","Materials","Equity","725,204.09","0.00","725,204.09","22,146.00","32.75","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"6153","CAREER TECHNOLOGY (MFG) LTD","Information Technology","Equity","722,009.06","0.00","722,009.06","1,144,215.00","0.63","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"603806","HANGZHOU FIRST APPLIED MATERIAL LT","Information Technology","Equity","722,030.10","0.00","722,030.10","284,984.00","2.53","China","Shanghai Stock Exchange","USD","7.11","CNY","-"
"3339","LONKING HOLDINGS LTD","Industrials","Equity","723,091.97","0.00","723,091.97","3,625,000.00","0.20","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"DOCM","DOCMORRIS AG","Consumer Staples","Equity","716,419.32","0.00","716,419.32","17,772.00","40.31","Switzerland","SIX Swiss Exchange","USD","0.87","CHF","-"
"DHG","DOMAIN HOLDINGS AUSTRALIA LTD","Communication","Equity","716,207.05","0.00","716,207.05","359,894.00","1.99","Australia","Asx - All Markets","USD","1.51","AUD","-"
"4849","EN JAPAN INC","Industrials","Equity","715,497.33","0.00","715,497.33","45,900.00","15.59","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"1379","HOKUTO CORP","Consumer Staples","Equity","715,959.45","0.00","715,959.45","59,400.00","12.05","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"9552","M&A RESEARCH INSTITUTE HOLDINGS IN","Financials","Equity","714,020.14","0.00","714,020.14","40,900.00","17.46","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"2233","WEST CHINA CEMENT LTD","Materials","Equity","714,815.74","0.00","714,815.74","5,004,000.00","0.14","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"ESSA","ESSA INDUSTRIES INDONESIA","Materials","Equity","711,768.77","0.00","711,768.77","11,373,700.00","0.06","Indonesia","Indonesia Stock Exchange","USD","15,580.00","IDR","-"
